"fileName","callerClass","callerMethod","line#","relationInfo","calleeName","calleeProperty,"TypeInfo","expressionValue"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","75.00006","ref.type","ErrorTolerantWalker","","extends",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","77.00012","TS.PropertyDefined","DeferredCompletionWalker","deferredIdentifier","any",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","77.00037","TS.PropertyDefined","DeferredCompletionWalker","deferredIdentifier","any",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","78.00012","TS.PropertyDefined","DeferredCompletionWalker","wasCompleted","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","78.00037","TS.PropertyDefined","DeferredCompletionWalker","wasCompleted","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","78.00037","Assign","DeferredCompletionWalker","wasCompleted","boolean","false"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","79.00012","TS.PropertyDefined","DeferredCompletionWalker","allBranchesCompleted","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","79.00045","TS.PropertyDefined","DeferredCompletionWalker","allBranchesCompleted","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","79.00045","Assign","DeferredCompletionWalker","allBranchesCompleted","boolean","true"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","80.00012","TS.PropertyDefined","DeferredCompletionWalker","hasBranches","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","80.00036","TS.PropertyDefined","DeferredCompletionWalker","hasBranches","boolean","/**
by default, there are no branches, so this is true
"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","80.00036","Assign","DeferredCompletionWalker","hasBranches","boolean","false"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","81.00012","TS.PropertyDefined","DeferredCompletionWalker","walkerOptions","any",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker","","81.00033","TS.PropertyDefined","DeferredCompletionWalker","walkerOptions","any",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","81.00042","TS.MethodDefined","DeferredCompletionWalker","Constructor","any",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","83.00032","define.Parameter","/*<DeferredCompletionWalker>*/ this.","sourceFile","any","/*Args:*/<any>sourceFile"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","83.00058","define.Parameter","/*<DeferredCompletionWalker>*/ this.","options","any","/*Args:*/<any>options"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","83.00092","define.Parameter","/*<DeferredCompletionWalker>*/ this.","deferredIdentifier","any","/*Args:*/<any>deferredIdentifier"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","84.00026","call.arguments[0]","super","","any","DeferredCompletionWalker.sourceFile"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","84.00026","call.arguments[1]","super","","any","DeferredCompletionWalker.options"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","84.00026","calls","super","","void","(DeferredCompletionWalker.sourceFile, DeferredCompletionWalker.options)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","84.00026","pickUpedName","sourceFile","","","(DeferredCompletionWalker.sourceFile, DeferredCompletionWalker.options)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","84.00026","pickUpedName","options","","","(DeferredCompletionWalker.sourceFile, DeferredCompletionWalker.options)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","85.00029","Assign","/*<DeferredCompletionWalker>*/ this","walkerOptions","= /*any*/","DeferredCompletionWalker.options"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","85.00029","pickUpedName","/*<DeferredCompletionWalker>*/ this","walkerOptions","","DeferredCompletionWalker.options"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","85.00029","pickUpedName","options","","","DeferredCompletionWalker.options"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","86.00034","Assign","/*<DeferredCompletionWalker>*/ this","deferredIdentifier","= /*any*/","DeferredCompletionWalker.deferredIdentifier"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","86.00034","pickUpedName","/*<DeferredCompletionWalker>*/ this","deferredIdentifier","","DeferredCompletionWalker.deferredIdentifier"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".constructor","86.00034","pickUpedName","deferredIdentifier","","","DeferredCompletionWalker.deferredIdentifier"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".","90.00011","TS.MethodDefined","DeferredCompletionWalker","visitNode","(node: any) => void","/**
need to make this public so it can invoked from parent walker

(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitNode","90.00031","define.Parameter","visitNode","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitNode","91.00025","call.arguments[0]","super","visitNode","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitNode","91.00025","calls","super","visitNode","void","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".","94.00011","TS.MethodDefined","DeferredCompletionWalker","isAlwaysCompleted","() => boolean","@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".isAlwaysCompleted","94.00043","Conditional","/*<DeferredCompletionWalker>*/ this.wasCompleted","","/*IfStatement*/ boolean/* no Else Clause*/","this.wasCompleted"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".isAlwaysCompleted","96.00019","return","","","boolean","true"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".isAlwaysCompleted","97.00010","Conditional","! this.hasBranches","","/*IfStatement*/ boolean/* no Else Clause*/","! this.hasBranches"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".isAlwaysCompleted","99.00019","return","","","boolean","false"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".isAlwaysCompleted","101.00021","return","","","boolean","this.allBranchesCompleted"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".","104.00014","TS.MethodDefined","DeferredCompletionWalker","visitIfStatement","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","104.00041","define.Parameter","visitIfStatement","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","106.00027","Assign","/*<DeferredCompletionWalker>*/ this","hasBranches","= /*boolean*/","{|this.hasBranches |,| true|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","106.00027","pickUpedName","/*<DeferredCompletionWalker>*/ this","hasBranches","","{|this.hasBranches |,| true|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00012","TS.VariableDeclaration","","ifAnalyzer","DeferredCompletionWalker",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00060","calls","/*<DeferredCompletionWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00060","pickUpedName","/*<DeferredCompletionWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00102","Assign","ifAnalyzer","","DeferredCompletionWalker","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00102","ref.type","DeferredCompletionWalker","","",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00102","pickUpedName","/*<DeferredCompletionWalker>*/ this","","","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00102","pickUpedName","/*<DeferredCompletionWalker>*/ this","walkerOptions","","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","109.00102","pickUpedName","/*<DeferredCompletionWalker>*/ this","deferredIdentifier","","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00012","TS.VariableDeclaration","","elseAnalyzer","DeferredCompletionWalker",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00062","calls","/*<DeferredCompletionWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00062","pickUpedName","/*<DeferredCompletionWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00104","Assign","elseAnalyzer","","DeferredCompletionWalker","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00104","ref.type","DeferredCompletionWalker","","",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00104","pickUpedName","/*<DeferredCompletionWalker>*/ this","","","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00104","pickUpedName","/*<DeferredCompletionWalker>*/ this","walkerOptions","","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","110.00104","pickUpedName","/*<DeferredCompletionWalker>*/ this","deferredIdentifier","","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","112.00035","call.arguments[0]","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))","visitNode","any","(/*Args:*/<any>node).thenStatement"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","112.00035","calls","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))","visitNode","void","((/*Args:*/<any>node).thenStatement)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","112.00050","Conditional","! ifAnalyzer.isAlwaysCompleted()","","/*IfStatement*/ boolean","! (new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier)).isAlwaysCompleted()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","114.00025","calls","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))","isAlwaysCompleted","boolean","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","115.00040","Assign","/*<DeferredCompletionWalker>*/ this","allBranchesCompleted","= /*boolean*/","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","115.00040","pickUpedName","/*<DeferredCompletionWalker>*/ this","allBranchesCompleted","","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","116.00015","Conditional","node.elseStatement != null","","/*IfStatement*/ boolean/* no Else Clause*/","(/*Args:*/<any>node).elseStatement != null"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","116.00041","Compare","node","elseStatement","!= /*null*/","null"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","116.00041","CompareR","null","","/*Reverse*/!= /*any*/","(/*Args:*/<any>node).elseStatement"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","117.00041","call.arguments[0]","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))","visitNode","any","(/*Args:*/<any>node).elseStatement"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","117.00041","calls","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))","visitNode","void","((/*Args:*/<any>node).elseStatement)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","117.00056","Conditional","! elseAnalyzer.isAlwaysCompleted()","","/*IfStatement*/ boolean/* no Else Clause*/","! (new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier)).isAlwaysCompleted()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","118.00031","calls","(new DeferredCompletionWalker(this.getSourceFile(), DeferredCompletionWalker.options, DeferredCompletionWalker.deferredIdentifier))","isAlwaysCompleted","boolean","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","119.00044","Assign","/*<DeferredCompletionWalker>*/ this","allBranchesCompleted","= /*boolean*/","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitIfStatement","119.00044","pickUpedName","/*<DeferredCompletionWalker>*/ this","allBranchesCompleted","","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".","125.00014","TS.MethodDefined","DeferredCompletionWalker","visitCallExpression","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","125.00044","define.Parameter","visitCallExpression","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","125.00067","Conditional","node.expression.kind === SyntaxKind.current().PropertyAccessExpression","","/*IfStatement*/ boolean/* no Else Clause*/","(/*Args:*/<any>node).expression.kind === SyntaxKind.current().PropertyAccessExpression"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","126.00049","calls","SyntaxKind","current","SyntaxKind","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","126.00059","ref.varName","SyntaxKind.current()","PropertyAccessExpression","number",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","126.00059","Compare","node.expression","kind","=== /*number*/","SyntaxKind.current().PropertyAccessExpression"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","126.00059","CompareR","SyntaxKind.current()","","/*Reverse*/=== /*any*/","(/*Args:*/<any>node).expression.kind"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","128.00016","TS.VariableDeclaration","","prop","any",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","128.00088","Assign","prop","","any","(/*Args:*/<any>node).expression"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","128.00099","Conditional","AstUtils.isSameIdentifer(DeferredCompletionWalker.deferredIdentifier, prop.expression)","","/*IfStatement*/ boolean/* no Else Clause*/","AstUtils.isSameIdentifer(DeferredCompletionWalker.deferredIdentifier, (/*Args:*/<any>node).expression.expression)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","130.00072","call.arguments[0]","AstUtils","isSameIdentifer","any","DeferredCompletionWalker.deferredIdentifier"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","130.00072","call.arguments[1]","AstUtils","isSameIdentifer","any","(/*Args:*/<any>node).expression.expression"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","130.00072","calls","AstUtils","isSameIdentifer","boolean","(DeferredCompletionWalker.deferredIdentifier, (/*Args:*/<any>node).expression.expression)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","130.00072","pickUpedName","/*<DeferredCompletionWalker>*/ this","deferredIdentifier","","(DeferredCompletionWalker.deferredIdentifier, (/*Args:*/<any>node).expression.expression)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","131.00020","TS.VariableDeclaration","","functionName","string",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","131.00055","calls","(/*Args:*/<any>node).expression.name","getText","any","()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","131.00055","Assign","functionName","","any","(/*Args:*/<any>node).expression.name.getText()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","131.00065","Conditional","Rule.isCompletionFunction(functionName)","","/*IfStatement*/ boolean/* no Else Clause*/","Rule.isCompletionFunction((/*Args:*/<any>node).expression.name.getText())"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","132.00047","call.arguments[0]","Rule","isCompletionFunction","string","(/*Args:*/<any>node).expression.name.getText()"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","132.00047","calls","Rule","isCompletionFunction","boolean","((/*Args:*/<any>node).expression.name.getText())"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","132.00047","pickUpedName","Rule","isCompletionFunction","","((/*Args:*/<any>node).expression.name.getText())"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","133.00040","Assign","/*<DeferredCompletionWalker>*/ this","wasCompleted","= /*boolean*/","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","133.00040","pickUpedName","/*<DeferredCompletionWalker>*/ this","wasCompleted","","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","133.00046","return","","","void",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","139.00012","TS.VariableDeclaration","","referenceEscaped","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","139.00070","call.func","Utils","exists","(argument: any) => boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","139.00085","define.Parameter","argument","","any","/*Args:*/<any>argument"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","140.00069","call.arguments[0]","AstUtils","isSameIdentifer","any","DeferredCompletionWalker.deferredIdentifier"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","140.00069","call.arguments[1]","AstUtils","isSameIdentifer","any","(/*Args:*/<any>argument)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","140.00069","calls","AstUtils","isSameIdentifer","boolean","(DeferredCompletionWalker.deferredIdentifier, (/*Args:*/<any>argument))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","140.00069","pickUpedName","/*<DeferredCompletionWalker>*/ this","deferredIdentifier","","(DeferredCompletionWalker.deferredIdentifier, (/*Args:*/<any>argument))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","140.00069","return","","","boolean","AstUtils.isSameIdentifer(DeferredCompletionWalker.deferredIdentifier, (/*Args:*/<any>argument))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","140.00069","call.arguments[0]","Utils","exists","any","(/*Args:*/<any>node).arguments"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","140.00069","call.arguments[1]","Utils","exists","(argument: any) => boolean","/**(argument: any) => boolean**/"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","140.00069","calls","Utils","exists","boolean","((/*Args:*/<any>node).arguments, /**(argument: any) => boolean**/)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","140.00069","Assign","referenceEscaped","","boolean","Utils.exists((/*Args:*/<any>node).arguments, /**(argument: any) => boolean**/)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","141.00012","Conditional","referenceEscaped","","/*IfStatement*/ boolean/* no Else Clause*/","Utils.exists((/*Args:*/<any>node).arguments, /**(argument: any) => boolean**/)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","143.00032","Assign","/*<DeferredCompletionWalker>*/ this","wasCompleted","= /*boolean*/","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","143.00032","pickUpedName","/*<DeferredCompletionWalker>*/ this","wasCompleted","","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","143.00038","return","","","void",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","146.00035","call.arguments[0]","super","visitCallExpression","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitCallExpression","146.00035","calls","super","visitCallExpression","any","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".","150.00014","TS.MethodDefined","DeferredCompletionWalker","visitArrowFunction","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitArrowFunction","150.00043","define.Parameter","visitArrowFunction","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitArrowFunction","151.00012","TS.VariableDeclaration","","isDeferredShadowed","boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitArrowFunction;Utils.exists(Arguments[1])","151.00073","call.func","Utils","exists","(param: any) => boolean",""
"../tslint-microsoft-contrib-master/src/jqueryDeferredMustCompleteRule.ts","DeferredCompletionWalker",".visitArrowFunction;Utils.exists(Arguments[1])","151.00086","define.Parameter","param","","any","/*Args:*/<any>param"
